origin_iata,origin_lon,origin_lat,dest_iata,dest_lon,dest_lat,total
MCO,-81.308083,28.4311577,GRB,-88.12775409999999,44.4923396,1
MCO,-81.308083,28.4311577,LCH,-93.2211183,30.1229972,1
MCO,-81.308083,28.4311577,MOB,-88.24549359999999,30.692512,1
MCO,-81.308083,28.4311577,OCF,-82.22302069999999,29.1695783,1
MCO,-81.308083,28.4311577,PGV,-77.3798351,35.631926,1
MCO,-81.308083,28.4311577,SBA,-119.8398835,34.4271935,1
MCO,-81.308083,28.4311577,SBN,-86.315843,41.7077166,1
MCO,-81.308083,28.4311577,SFB,-81.235685899999993,28.7793906,1
MCO,-81.308083,28.4311577,SGF,-93.39026559999999,37.244631,1
MCO,-81.308083,28.4311577,SUA,-80.2244544,27.1781916,1
MCO,-81.308083,28.4311577,SWO,-97.08390779999999,36.1577993,1
MCO,-81.308083,28.4311577,TUS,-110.9392269,32.1145102,1
MCO,-81.308083,28.4311577,USA,-104.6737376,39.8560963,1
MCO,-81.308083,28.4311577,UST,-81.3428916,29.95439,1
MCO,-81.308083,28.4311577,VQQ,-81.88070499999999,30.22136,1
MCO,-81.308083,28.4311577,XNA,-94.30429400000001,36.2786587,1
MD1,-75.8009872,39.3027191,HPN,-73.7086641,41.0683325,1
MDH,-89.253622,37.7774799,FSD,-96.7402171,43.5828065,1
MDH,-89.253622,37.7774799,IAH,-95.3367827,29.9902199,1
MDT,-76.7576672,40.1942375,ABE,-75.43499419999999,40.6518559,1
MDT,-76.7576672,40.1942375,AMA,-101.7074509,35.2203245,1
MDT,-76.7576672,40.1942375,AZA,-111.668946,33.307161,1
MDT,-76.7576672,40.1942375,BDL,-72.68603139999999,41.9388735,1
MDT,-76.7576672,40.1942375,BMI,-76.6683922,39.1774042,1
MDT,-76.7576672,40.1942375,BTR,-91.15146100000001,30.5323599,1
MDT,-76.7576672,40.1942375,CHA,-85.19701119999999,35.0374486,1
MDT,-76.7576672,40.1942375,CHS,-80.038159,32.8942676,1
MDT,-76.7576672,40.1942375,DFW,-97.0403352,32.8998091,1
MDT,-76.7576672,40.1942375,FLL,-80.1506022,26.0742344,1
MDT,-76.7576672,40.1942375,FNT,-83.7388467,42.9734164,1
MDT,-76.7576672,40.1942375,FSD,-96.7402171,43.5828065,1
MDT,-76.7576672,40.1942375,GRR,-85.5248434,42.8846633,1
MDT,-76.7576672,40.1942375,GYY,-87.4083934,41.6177844,1
MDT,-76.7576672,40.1942375,ISP,-73.09880249999999,40.7956189,1
MDT,-76.7576672,40.1942375,JFK,-73.77813909999999,40.6413111,1
MDT,-76.7576672,40.1942375,LNS,-76.29937029999999,40.1187769,1
MDT,-76.7576672,40.1942375,MCI,-94.7107786,39.2991181,1
MDT,-76.7576672,40.1942375,MIA,-80.2870509,25.7958723,1
MDT,-76.7576672,40.1942375,MLI,-90.50827059999999,41.4496341,1
MDT,-76.7576672,40.1942375,MMU,-74.4157549,40.7975621,1
MDT,-76.7576672,40.1942375,MQY,-86.52589499999999,36.004326,1
MDT,-76.7576672,40.1942375,MSO,-114.0858752,46.9185943,1
MDT,-76.7576672,40.1942375,MVN,-88.8545771,38.32195249999999,1
MDT,-76.7576672,40.1942375,ONT,-117.598057,34.0559781,1
MDT,-76.7576672,40.1942375,PNE,-75.0098314,40.078124,1
MDT,-76.7576672,40.1942375,RIC,-77.3208112,37.5065795,1
MDT,-76.7576672,40.1942375,SAT,-98.4683484,29.5311973,1
MDT,-76.7576672,40.1942375,SAV,-81.2018521,32.1294267,1
MDT,-76.7576672,40.1942375,SBN,-86.315843,41.7077166,1
MDT,-76.7576672,40.1942375,SHV,-93.8286552,32.4544911,1
MDT,-76.7576672,40.1942375,SYR,-76.1101888,43.1139301,1
MDT,-76.7576672,40.1942375,TVC,-85.5796208,44.7369137,1
MDW,-87.7521884,41.78677589999999,AFW,-97.3138822,32.9875102,1
MDW,-87.7521884,41.78677589999999,AGS,-81.973036,33.3735902,1
MDW,-87.7521884,41.78677589999999,ALO,-92.3979652,42.5552262,1
MDW,-87.7521884,41.78677589999999,AMA,-101.7074509,35.2203245,1
MDW,-87.7521884,41.78677589999999,APF,-81.77494759999999,26.1521074,1
MDW,-87.7521884,41.78677589999999,AZO,-85.5515933,42.2355515,1
MDW,-87.7521884,41.78677589999999,BFI,-122.3018264,47.5281657,1
MDW,-87.7521884,41.78677589999999,BGR,-68.8165035,44.808176,1
MDW,-87.7521884,41.78677589999999,BJC,-105.108089,39.90963780000001,1
MDW,-87.7521884,41.78677589999999,CAE,-81.1220015,33.941917,1
MDW,-87.7521884,41.78677589999999,CGF,-81.4893158,41.566839,1
MDW,-87.7521884,41.78677589999999,CHA,-85.19701119999999,35.0374486,1
MDW,-87.7521884,41.78677589999999,CLL,-96.36660529999999,30.5936801,1
MDW,-87.7521884,41.78677589999999,CTH,-75.86281129999999,39.9800817,1
MDW,-87.7521884,41.78677589999999,DFW,-97.0403352,32.8998091,1
MDW,-87.7521884,41.78677589999999,ELP,-106.3824345,31.8053354,1
MDW,-87.7521884,41.78677589999999,EVV,-87.52717539999999,38.0433641,1
MDW,-87.7521884,41.78677589999999,FOK,-72.64154959999999,40.8435248,1
MDW,-87.7521884,41.78677589999999,GJT,-108.5291468,39.1222307,1
MDW,-87.7521884,41.78677589999999,GSO,-79.9351805,36.1043671,1
MDW,-87.7521884,41.78677589999999,GSP,-82.2172338,34.8959008,1
MDW,-87.7521884,41.78677589999999,GTF,-111.3566299,47.4825016,1
MDW,-87.7521884,41.78677589999999,HKY,-81.3892546,35.7422447,1
MDW,-87.7521884,41.78677589999999,HSH,-115.1385084,35.975317,1
MDW,-87.7521884,41.78677589999999,HSV,-86.77568989999999,34.6403329,1
MDW,-87.7521884,41.78677589999999,HVN,-72.8868727,41.2678919,1
MDW,-87.7521884,41.78677589999999,IAG,-78.94711439999999,43.1085782,1
MDW,-87.7521884,41.78677589999999,IAH,-95.3367827,29.9902199,1
MDW,-87.7521884,41.78677589999999,IL2,-89.0988607,42.20218029999999,1
MDW,-87.7521884,41.78677589999999,JZI,-80.005979,32.6990607,1
MDW,-87.7521884,41.78677589999999,LEX,-84.6026083,38.03776149999999,1
MDW,-87.7521884,41.78677589999999,LZU,-83.9625236,33.9754965,1
MDW,-87.7521884,41.78677589999999,MCN,-83.65010079999999,32.7014571,1
MDW,-87.7521884,41.78677589999999,MDW,-87.7521884,41.78677589999999,1
MDW,-87.7521884,41.78677589999999,MOB,-88.24549359999999,30.692512,1
MDW,-87.7521884,41.78677589999999,MSN,-89.33641279999999,43.1390659,1
MDW,-87.7521884,41.78677589999999,MTN,-76.4236353,39.32833530000001,1
MDW,-87.7521884,41.78677589999999,MWA,-89.0099214,37.7476115,1
MDW,-87.7521884,41.78677589999999,OTH,-124.2492439,43.4162233,1
MDW,-87.7521884,41.78677589999999,PDK,-84.30281629999999,33.8749586,1
MDW,-87.7521884,41.78677589999999,PIA,-89.69008629999999,40.6608469,1
MDW,-87.7521884,41.78677589999999,RFD,-89.0988607,42.20218029999999,1
MDW,-87.7521884,41.78677589999999,RHI,-89.463867,45.6262146,1
MDW,-87.7521884,41.78677589999999,RKD,-69.09430499999999,44.061802,1
MDW,-87.7521884,41.78677589999999,SAV,-81.2018521,32.1294267,1
MDW,-87.7521884,41.78677589999999,SRQ,-82.55381969999999,27.3951191,1
MDW,-87.7521884,41.78677589999999,TYR,-95.40962929999999,32.3511258,1
MDW,-87.7521884,41.78677589999999,TYS,-83.993889,35.810833,1
MDW,-87.7521884,41.78677589999999,VRB,-80.4164964,27.6548922,1
MDW,-87.7521884,41.78677589999999,YNG,-80.6671886,41.2574658,1
MEI,-88.7451526,32.333547,AEX,-92.5451856,31.3274112,1
MEI,-88.7451526,32.333547,AHN,-83.32512969999999,33.9519038,1
MEI,-88.7451526,32.333547,BWI,-76.6683922,39.1774042,1
MEI,-88.7451526,32.333547,CLL,-96.36660529999999,30.5936801,1
MEI,-88.7451526,32.333547,GCC,-105.5390962,44.348086,1
MEI,-88.7451526,32.333547,HBG,-76.7576672,40.1942375,1
MEI,-88.7451526,32.333547,PIA,-89.69008629999999,40.6608469,1
MEI,-88.7451526,32.333547,PIT,-80.2352233,40.4919208,1
MEI,-88.7451526,32.333547,SVN,-81.1470286,32.0110535,1
MEM,-89.9791729,35.0420679,ABI,-99.6800464,32.4118941,1
MEM,-89.9791729,35.0420679,ACT,-97.2262899,31.6135898,1
MEM,-89.9791729,35.0420679,AVL,-82.53785409999999,35.4348962,1
MEM,-89.9791729,35.0420679,BFI,-122.3018264,47.5281657,1
MEM,-89.9791729,35.0420679,BTR,-91.15146100000001,30.5323599,1
MEM,-89.9791729,35.0420679,CYS,-104.8110275,41.1531677,1
MEM,-89.9791729,35.0420679,DCU,-86.9479374,34.6590419,1
MEM,-89.9791729,35.0420679,FSM,-94.3635085,35.3380696,1
MEM,-89.9791729,35.0420679,GFK,-97.176582,47.942861,1
MEM,-89.9791729,35.0420679,GLH,-90.99037709999999,33.4819016,1
MEM,-89.9791729,35.0420679,GRB,-88.12775409999999,44.4923396,1
MEM,-89.9791729,35.0420679,HKY,-81.3892546,35.7422447,1
MEM,-89.9791729,35.0420679,IAG,-78.94711439999999,43.1085782,1
MEM,-89.9791729,35.0420679,ISM,-81.436792,28.2953051,1
MEM,-89.9791729,35.0420679,ISP,-73.09880249999999,40.7956189,1
MEM,-89.9791729,35.0420679,JBR,-90.6426358,35.8346151,1
MEM,-89.9791729,35.0420679,JZT,-80.005979,32.6990607,1
MEM,-89.9791729,35.0420679,MEM,-89.9791729,35.0420679,1
MEM,-89.9791729,35.0420679,MHR,-121.297211,38.5636592,1
MEM,-89.9791729,35.0420679,MKC,-94.590007,39.121108,1
MEM,-89.9791729,35.0420679,MYR,-78.92789429999999,33.6822019,1
MEM,-89.9791729,35.0420679,MZJ,-111.3332279,32.5225963,1
MEM,-89.9791729,35.0420679,PUB,-104.4953346,38.2859398,1
MEM,-89.9791729,35.0420679,RAP,-103.0605163,44.0383798,1
MEM,-89.9791729,35.0420679,SCF,-111.9152945,33.620429,1
MEM,-89.9791729,35.0420679,SPI,-89.6783951,39.8439165,1
MEM,-89.9791729,35.0420679,TRI,-82.4077169,36.48167310000001,1
MEM,-89.9791729,35.0420679,TRL,-96.2700605,32.7109541,1
MEM,-89.9791729,35.0420679,TVF,-96.1795806,48.06558219999999,1
MEM,-89.9791729,35.0420679,UCY,-88.9825951,36.3826566,1
MEM,-89.9791729,35.0420679,VNY,-118.4896448,34.2096399,1
MFD,-82.51386880000001,40.8191147,CLE,-81.8538669,41.4057985,1
MFD,-82.51386880000001,40.8191147,GYY,-87.4083934,41.6177844,1
MFD,-82.51386880000001,40.8191147,PTK,-83.4202318,42.6640988,1
MFD,-82.51386880000001,40.8191147,TUP,-88.76633400000001,34.2662432,1
MFE,-98.24103629999999,26.1780926,AZA,-111.668946,33.307161,1
MFE,-98.24103629999999,26.1780926,BHM,-86.754126,33.5624269,1
MFE,-98.24103629999999,26.1780926,IND,-86.2955952,39.7168593,1
MFE,-98.24103629999999,26.1780926,MCI,-94.7107786,39.2991181,1
MFE,-98.24103629999999,26.1780926,MEM,-89.9791729,35.0420679,1
MFE,-98.24103629999999,26.1780926,MRC,-87.18229149999999,35.5553939,1
MFE,-98.24103629999999,26.1780926,OLS,-110.8485863,31.4177278,1
MFE,-98.24103629999999,26.1780926,PIE,-82.68885709999999,27.9098674,1
MFE,-98.24103629999999,26.1780926,SUS,-90.6445777,38.6634733,1
MFE,-98.24103629999999,26.1780926,TOL,-83.80914109999999,41.5878083,1
MFR,-122.8744669,42.3730209,BOI,-116.2223159,43.5658231,1
MFR,-122.8744669,42.3730209,BUR,-118.3574036,34.1983122,1
MFR,-122.8744669,42.3730209,ESD,-122.9094161,48.7048988,1
MFR,-122.8744669,42.3730209,HHR,-118.3344882,33.9227922,1
MFR,-122.8744669,42.3730209,IAH,-95.3367827,29.9902199,1
MFR,-122.8744669,42.3730209,IDA,-112.0678843,43.5152294,1
MFR,-122.8744669,42.3730209,MFR,-122.8744669,42.3730209,1
MFR,-122.8744669,42.3730209,MRY,-121.8462322,36.5871457,1
MFR,-122.8744669,42.3730209,RBG,-123.3580126,43.2364247,1
MFR,-122.8744669,42.3730209,RDD,-122.2996775,40.5058184,1
MFR,-122.8744669,42.3730209,RDM,-121.1608592,44.2532061,1
MFR,-122.8744669,42.3730209,SJC,-121.9289375,37.3639472,1
MFR,-122.8744669,42.3730209,TWF,-114.4847165,42.4833496,1
MGE,-98.24103629999999,26.1780926,CSG,-84.9388298,32.516315,1
MGM,-86.3906353,32.3050713,ADS,-96.83646700000001,32.969972,1
MGM,-86.3906353,32.3050713,AEX,-92.5451856,31.3274112,1
MGM,-86.3906353,32.3050713,BOI,-116.2223159,43.5658231,1
MGM,-86.3906353,32.3050713,BTR,-91.15146100000001,30.5323599,1
MGM,-86.3906353,32.3050713,CHA,-85.19701119999999,35.0374486,1
MGM,-86.3906353,32.3050713,CSG,-84.9388298,32.516315,1
MGM,-86.3906353,32.3050713,DTW,-83.3553842,42.2161722,1
MGM,-86.3906353,32.3050713,ELP,-106.3824345,31.8053354,1
MGM,-86.3906353,32.3050713,GRK,-97.8213287,31.06138019999999,1
MGM,-86.3906353,32.3050713,GSO,-79.9351805,36.1043671,1
MGM,-86.3906353,32.3050713,GSP,-82.2172338,34.8959008,1
MGM,-86.3906353,32.3050713,IAH,-95.3367827,29.9902199,1
MGM,-86.3906353,32.3050713,LBF,-100.6979522,41.1326828,1
MGM,-86.3906353,32.3050713,LFT,-91.9894188,30.205482,1
MGM,-86.3906353,32.3050713,MAF,-102.2047497,31.9417386,1
MGM,-86.3906353,32.3050713,MEM,-89.9791729,35.0420679,1
MGM,-86.3906353,32.3050713,MIA,-80.2870509,25.7958723,1
MGM,-86.3906353,32.3050713,MYR,-78.92789429999999,33.6822019,1
MGM,-86.3906353,32.3050713,NGU,-76.28894439999999,36.9437697,1
MGM,-86.3906353,32.3050713,PHX,-112.0077881,33.4372686,1
MGM,-86.3906353,32.3050713,SAN,-117.1933038,32.7338006,1
MGM,-86.3906353,32.3050713,SHV,-93.8286552,32.4544911,1
MGM,-86.3906353,32.3050713,TLH,-84.3450518,30.3954074,1
MGM,-86.3906353,32.3050713,TUS,-110.9392269,32.1145102,1
MGM,-86.3906353,32.3050713,TYS,-83.993889,35.810833,1
MGM,-86.3906353,32.3050713,VPS,-86.54984639999999,30.49545509999999,1
MGM,-86.3906353,32.3050713,XNA,-94.30429400000001,36.2786587,1
MGW,-79.920321,39.64529599999999,TEB,-74.0615292,40.858332,1
MHE,-98.03859109999999,43.7743244,ADS,-96.83646700000001,32.969972,1
MHE,-98.03859109999999,43.7743244,FSD,-96.7402171,43.5828065,1
MHK,-96.6699273,39.1371223,ACT,-97.2262899,31.6135898,1
MHK,-96.6699273,39.1371223,ATL,-84.4277001,33.6407282,1
MHK,-96.6699273,39.1371223,CLT,-80.9473146,35.2144026,1
MHK,-96.6699273,39.1371223,COU,-92.2193772,38.8155232,1
MHK,-96.6699273,39.1371223,DSM,-93.6587958,41.5341333,1
MHK,-96.6699273,39.1371223,EWR,-74.1744624,40.6895314,1
MHK,-96.6699273,39.1371223,FTW,-97.3598387,32.8206921,1
MHK,-96.6699273,39.1371223,GTR,-88.587603,33.4516041,1
MHK,-96.6699273,39.1371223,IAH,-95.3367827,29.9902199,1
MHK,-96.6699273,39.1371223,ICT,-97.42869879999999,37.6508529,1
MHK,-96.6699273,39.1371223,LBB,-118.1523845,33.8176974,1
MHK,-96.6699273,39.1371223,LSE,-91.2634558,43.8753591,1
MHK,-96.6699273,39.1371223,MKE,-87.89664599999999,42.9475534,1
MHK,-96.6699273,39.1371223,MLI,-90.50827059999999,41.4496341,1
MHK,-96.6699273,39.1371223,SAT,-98.4683484,29.5311973,1
MHK,-96.6699273,39.1371223,SWO,-97.08390779999999,36.1577993,1
MHR,-121.297211,38.5636592,AZA,-111.668946,33.307161,1
MHR,-121.297211,38.5636592,BFI,-122.3018264,47.5281657,1
MHR,-121.297211,38.5636592,FAT,-119.7181083,36.7758493,1
MHR,-121.297211,38.5636592,HWD,-122.1216304,37.6628524,1
MHR,-121.297211,38.5636592,MCI,-94.7107786,39.2991181,1
MHR,-121.297211,38.5636592,PHX,-112.0077881,33.4372686,1
MHR,-121.297211,38.5636592,SBD,-117.24671,34.1005251,1
MHR,-121.297211,38.5636592,SJC,-121.9289375,37.3639472,1
MHR,-121.297211,38.5636592,TUL,-95.88386589999999,36.198778,1
MHT,-71.4352177,42.929687,ABE,-75.43499419999999,40.6518559,1
MHT,-71.4352177,42.929687,ACK,-70.0637506,41.2569516,1
MHT,-71.4352177,42.929687,AVP,-75.7237811,41.3377679,1
MHT,-71.4352177,42.929687,BNA,-86.67737129999999,36.126317,1
MHT,-71.4352177,42.929687,CLE,-81.8538669,41.4057985,1
MHT,-71.4352177,42.929687,CMX,-88.4941169,47.16870429999999,1
MHT,-71.4352177,42.929687,CVG,-84.6630165,39.0532746,1
MHT,-71.4352177,42.929687,DAY,-84.2217719,39.90252419999999,1
MHT,-71.4352177,42.929687,FNT,-83.7388467,42.9734164,1
MHT,-71.4352177,42.929687,FWA,-85.18844229999999,40.9828674,1
MHT,-71.4352177,42.929687,GJT,-108.5291468,39.1222307,1
MHT,-71.4352177,42.929687,GRR,-85.5248434,42.8846633,1
MHT,-71.4352177,42.929687,LWB,-80.404748,37.856284,1
MHT,-71.4352177,42.929687,MDT,-76.7576672,40.1942375,1
MHT,-71.4352177,42.929687,ORH,-71.8735112,42.2680227,1
MHT,-71.4352177,42.929687,PBI,-80.0928165,26.6857475,1
MHT,-71.4352177,42.929687,PQI,-68.04525,46.6922264,1
MHT,-71.4352177,42.929687,RDU,-78.7879963,35.88007899999999,1
MHT,-71.4352177,42.929687,RSW,-81.7553083,26.5337051,1
MHT,-71.4352177,42.929687,SBN,-86.315843,41.7077166,1
MHT,-71.4352177,42.929687,TYS,-83.993889,35.810833,1
MHT,-71.4352177,42.929687,USA,-104.6737376,39.8560963,1
MIA,-80.2870509,25.7958723,AFW,-97.3138822,32.9875102,1
MIA,-80.2870509,25.7958723,APC,-122.2730219,38.2172561,1
MIA,-80.2870509,25.7958723,AVP,-75.7237811,41.3377679,1
MIA,-80.2870509,25.7958723,BFI,-122.3018264,47.5281657,1
MIA,-80.2870509,25.7958723,BFM,-88.0788295,30.6370652,1
MIA,-80.2870509,25.7958723,BKL,-81.6899155,41.5115689,1
MIA,-80.2870509,25.7958723,BMG,-86.614088,39.14662999999999,1
MIA,-80.2870509,25.7958723,BOI,-116.2223159,43.5658231,1
MIA,-80.2870509,25.7958723,BUR,-118.3574036,34.1983122,1
MIA,-80.2870509,25.7958723,CAK,-81.4418833,40.9153779,1
MIA,-80.2870509,25.7958723,CPS,-90.158981,38.577262,1
MIA,-80.2870509,25.7958723,CRP,-97.5021829,27.7724235,1
MIA,-80.2870509,25.7958723,DAB,-81.0532273,29.1832134,1
MIA,-80.2870509,25.7958723,DHN,-85.44872099999999,31.3148738,1
MIA,-80.2870509,25.7958723,DLH,-92.1800102,46.8387531,1
MIA,-80.2870509,25.7958723,ECP,-85.7995134,30.3548543,1
MIA,-80.2870509,25.7958723,ERI,-80.17215340000001,42.0839144,1
MIA,-80.2870509,25.7958723,FAR,-96.8255648,46.9198612,1
MIA,-80.2870509,25.7958723,FOK,-72.64154959999999,40.8435248,1
MIA,-80.2870509,25.7958723,FRG,-73.4167921,40.7261266,1
MIA,-80.2870509,25.7958723,FTW,-97.3598387,32.8206921,1
MIA,-80.2870509,25.7958723,FXE,-80.1706483,26.1974892,1
MIA,-80.2870509,25.7958723,GJT,-108.5291468,39.1222307,1
MIA,-80.2870509,25.7958723,GRR,-85.5248434,42.8846633,1
MIA,-80.2870509,25.7958723,GVL,-83.8315121,34.2736671,1
MIA,-80.2870509,25.7958723,HTS,-82.5557309,38.3693378,1
MIA,-80.2870509,25.7958723,IDA,-112.0678843,43.5152294,1
MIA,-80.2870509,25.7958723,ILG,-75.6034614,39.6802039,1
MIA,-80.2870509,25.7958723,ILM,-77.91052010000001,34.2668931,1
MIA,-80.2870509,25.7958723,JAN,-90.0764217,32.3122283,1
MIA,-80.2870509,25.7958723,LGB,-118.1523845,33.8176974,1
MIA,-80.2870509,25.7958723,LIT,-92.2216531,34.7307049,1
MIA,-80.2870509,25.7958723,LSE,-91.2634558,43.8753591,1
MIA,-80.2870509,25.7958723,MHT,-71.4352177,42.929687,1
MIA,-80.2870509,25.7958723,MKC,-94.590007,39.121108,1
MIA,-80.2870509,25.7958723,MLI,-90.50827059999999,41.4496341,1
MIA,-80.2870509,25.7958723,MQY,-86.52589499999999,36.004326,1
MIA,-80.2870509,25.7958723,MTJ,-107.8992134,38.5002349,1
MIA,-80.2870509,25.7958723,MVC,-87.3494293,31.4632922,1
MIA,-80.2870509,25.7958723,MWA,-89.0099214,37.7476115,1
MIA,-80.2870509,25.7958723,MWH,-119.3176918,47.20807869999999,1
MIA,-80.2870509,25.7958723,NEW,-90.2592299,29.9910905,1
MIA,-80.2870509,25.7958723,NIP,-81.6851945,30.2230864,1
MIA,-80.2870509,25.7958723,OAK,-122.2197428,37.7125689,1
MIA,-80.2870509,25.7958723,PDX,-122.5950942,45.58976939999999,1
MIA,-80.2870509,25.7958723,PGD,-81.99664070000001,26.9182483,1
MIA,-80.2870509,25.7958723,PHF,-76.4939006,37.1307716,1
MIA,-80.2870509,25.7958723,PNE,-75.0098314,40.078124,1
MIA,-80.2870509,25.7958723,PSP,-116.5070468,33.8303194,1
MIA,-80.2870509,25.7958723,RIL,-107.7257521,39.5260659,1
MIA,-80.2870509,25.7958723,RIV,-117.2617329,33.890884,1
MIA,-80.2870509,25.7958723,SBD,-117.24671,34.1005251,1
MIA,-80.2870509,25.7958723,SBN,-86.315843,41.7077166,1
MIA,-80.2870509,25.7958723,SJC,-121.9289375,37.3639472,1
MIA,-80.2870509,25.7958723,SNA,-117.8674759,33.6761901,1
MIA,-80.2870509,25.7958723,SPI,-89.6783951,39.8439165,1
MIA,-80.2870509,25.7958723,SUS,-90.6445777,38.6634733,1
MIA,-80.2870509,25.7958723,SWF,-74.1008627,41.4984032,1
MIA,-80.2870509,25.7958723,TYS,-83.993889,35.810833,1
MIA,-80.2870509,25.7958723,VCV,-117.3787064,34.5839839,1
MIA,-80.2870509,25.7958723,XNA,-94.30429400000001,36.2786587,1
MIE,-85.393616,40.240395,BDL,-72.68603139999999,41.9388735,1
MIE,-85.393616,40.240395,SYR,-76.1101888,43.1139301,1
MJX,-74.2939871,39.9257646,ACK,-70.0637506,41.2569516,1
MJX,-74.2939871,39.9257646,HVN,-72.8868727,41.2678919,1
MKC,-94.590007,39.121108,ATL,-84.4277001,33.6407282,1
MKC,-94.590007,39.121108,BKL,-81.6899155,41.5115689,1
MKC,-94.590007,39.121108,BUR,-118.3574036,34.1983122,1
MKC,-94.590007,39.121108,CKB,-80.231201,39.2967239,1
MKC,-94.590007,39.121108,CMH,-82.8871767,39.9999399,1
MKC,-94.590007,39.121108,CPS,-90.158981,38.577262,1
MKC,-94.590007,39.121108,CVG,-84.6630165,39.0532746,1
MKC,-94.590007,39.121108,CYS,-104.8110275,41.1531677,1
MKC,-94.590007,39.121108,DAL,-96.8512063,32.8481029,1
MKC,-94.590007,39.121108,DEN,-104.6737376,39.8560963,1
MKC,-94.590007,39.121108,EUG,-123.2159003,44.1217811,1
MKC,-94.590007,39.121108,EWR,-74.1744624,40.6895314,1
MKC,-94.590007,39.121108,FSD,-96.7402171,43.5828065,1
MKC,-94.590007,39.121108,FTW,-97.3598387,32.8206921,1
MKC,-94.590007,39.121108,FYV,-94.1719488,36.0034182,1
MKC,-94.590007,39.121108,GTR,-88.587603,33.4516041,1
MKC,-94.590007,39.121108,IAD,-77.45653879999999,38.9531162,1
MKC,-94.590007,39.121108,IND,-86.2955952,39.7168593,1
MKC,-94.590007,39.121108,JFK,-73.77813909999999,40.6413111,1
MKC,-94.590007,39.121108,LAS,-115.1537389,36.0839998,1
MKC,-94.590007,39.121108,LGA,-73.8739659,40.7769271,1
MKC,-94.590007,39.121108,LNK,-96.7581014,40.8506586,1
MKC,-94.590007,39.121108,MCI,-94.7107786,39.2991181,1
MKC,-94.590007,39.121108,MIA,-80.2870509,25.7958723,1
MKC,-94.590007,39.121108,MKE,-87.89664599999999,42.9475534,1
MKC,-94.590007,39.121108,OGD,-112.0088619,41.1934018,1
MKC,-94.590007,39.121108,PHX,-112.0077881,33.4372686,1
MKC,-94.590007,39.121108,PTK,-83.4202318,42.6640988,1
MKC,-94.590007,39.121108,RDU,-78.7879963,35.88007899999999,1
MKC,-94.590007,39.121108,SCF,-111.9152945,33.620429,1
MKC,-94.590007,39.121108,SFO,-122.3789554,37.6213129,1
MKC,-94.590007,39.121108,SJC,-121.9289375,37.3639472,1
MKC,-94.590007,39.121108,SLC,-111.9790706,40.7899404,1
MKC,-94.590007,39.121108,SNA,-117.8674759,33.6761901,1
MKC,-94.590007,39.121108,SPI,-89.6783951,39.8439165,1
MKC,-94.590007,39.121108,SUS,-90.6445777,38.6634733,1
MKE,-87.89664599999999,42.9475534,ABE,-75.43499419999999,40.6518559,1
MKE,-87.89664599999999,42.9475534,AEX,-92.5451856,31.3274112,1
MKE,-87.89664599999999,42.9475534,AMA,-101.7074509,35.2203245,1
MKE,-87.89664599999999,42.9475534,ATY,-97.1611629,44.9213411,1
MKE,-87.89664599999999,42.9475534,AVP,-75.7237811,41.3377679,1
MKE,-87.89664599999999,42.9475534,BDL,-72.68603139999999,41.9388735,1
MKE,-87.89664599999999,42.9475534,BFF,-103.5934309,41.8695184,1
MKE,-87.89664599999999,42.9475534,BFI,-122.3018264,47.5281657,1
MKE,-87.89664599999999,42.9475534,BIL,-108.5379142,45.80350809999999,1
MKE,-87.89664599999999,42.9475534,BMG,-86.614088,39.14662999999999,1
MKE,-87.89664599999999,42.9475534,CAK,-81.4418833,40.9153779,1
MKE,-87.89664599999999,42.9475534,CIU,-84.4744174,46.2577577,1
MKE,-87.89664599999999,42.9475534,COU,-92.2193772,38.8155232,1
MKE,-87.89664599999999,42.9475534,DAY,-84.2217719,39.90252419999999,1
MKE,-87.89664599999999,42.9475534,EAU,-91.48222190000001,44.8622211,1
MKE,-87.89664599999999,42.9475534,ECP,-85.7995134,30.3548543,1
MKE,-87.89664599999999,42.9475534,ELP,-106.3824345,31.8053354,1
MKE,-87.89664599999999,42.9475534,ENV,-114.0330711,40.7195085,1
MKE,-87.89664599999999,42.9475534,FAT,-119.7181083,36.7758493,1
MKE,-87.89664599999999,42.9475534,FLO,-79.7281922,34.1931906,1
MKE,-87.89664599999999,42.9475534,FRG,-73.4167921,40.7261266,1
MKE,-87.89664599999999,42.9475534,HGR,-77.7311945,39.7051079,1
MKE,-87.89664599999999,42.9475534,HSV,-86.77568989999999,34.6403329,1
MKE,-87.89664599999999,42.9475534,ICT,-97.42869879999999,37.6508529,1
MKE,-87.89664599999999,42.9475534,ISP,-73.09880249999999,40.7956189,1
MKE,-87.89664599999999,42.9475534,LAN,-84.5901729,42.7751565,1
MKE,-87.89664599999999,42.9475534,LIT,-92.2216531,34.7307049,1
MKE,-87.89664599999999,42.9475534,LNK,-96.7581014,40.8506586,1
MKE,-87.89664599999999,42.9475534,LUK,-84.4293659,39.1037781,1
MKE,-87.89664599999999,42.9475534,LZU,-83.9625236,33.9754965,1
MKE,-87.89664599999999,42.9475534,MEI,-88.7451526,32.333547,1
MKE,-87.89664599999999,42.9475534,MKC,-94.590007,39.121108,1
MKE,-87.89664599999999,42.9475534,MKE,-87.89664599999999,42.9475534,1
MKE,-87.89664599999999,42.9475534,MLI,-90.50827059999999,41.4496341,1
